id,image_path,label_path,gt_vendor,gt_date,gt_total,gt_date_raw,gt_total_raw,gt_total_numeric
X51005677328,data/sroie/raw/SROIE2019/train/img/X51005677328.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677328.txt,SYARIKAT PERNIAGAAN GIN KEE,2018-02-12,5.30,12/02/2018,5.30,5.3
X51005677329,data/sroie/raw/SROIE2019/train/img/X51005677329.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677329.txt,SYARIKAT PERNIAGAAN GIN KEE,2018-02-12,270.30,12/02/2018,270.30,270.3
X51005677331,data/sroie/raw/SROIE2019/train/img/X51005677331.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677331.txt,SYARIKAT PERNIAGAAN GIN KEE,2018-02-03,60.95,03/02/2018,60.95,60.95
X51005677332,data/sroie/raw/SROIE2019/train/img/X51005677332.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677332.txt,SYARIKAT PERNIAGAAN GIN KEE,2018-01-12,7.95,12/01/2018,7.95,7.95
X51005677334,data/sroie/raw/SROIE2019/train/img/X51005677334.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677334.txt,SYARIKAT PERNIAGAAN GIN KEE,2018-01-31,82.68,31/01/2018,82.68,82.68
X51005677335,data/sroie/raw/SROIE2019/train/img/X51005677335.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677335.txt,SYARIKAT PERNIAGAAN GIN KEE,2018-01-24,74.20,24/01/2018,74.20,74.2
X51005677339,data/sroie/raw/SROIE2019/train/img/X51005677339.jpg,data/sroie/raw/SROIE2019/train/entities/X51005677339.txt,BEYOND BROTHERS HARDWARE,2018-02-05,63.60,05/02/2018,63.60,63.6
X51005685355,data/sroie/raw/SROIE2019/train/img/X51005685355.jpg,data/sroie/raw/SROIE2019/train/entities/X51005685355.txt,RESTORAN IBRAHIM MAJU SB,2018-03-19,5.30,19/03/2018,5.30,5.3
X51005685357,data/sroie/raw/SROIE2019/train/img/X51005685357.jpg,data/sroie/raw/SROIE2019/train/entities/X51005685357.txt,FARMASI MALURI S/B,2018-03-02,79.35,02/03/18,79.35,79.35
X51005705722,data/sroie/raw/SROIE2019/train/img/X51005705722.jpg,data/sroie/raw/SROIE2019/train/entities/X51005705722.txt,ASO ELECTRICAL TRADING SDN BHD,2017-09-27,248.05,27/09/2017,248.05,248.05
X51005705760,data/sroie/raw/SROIE2019/train/img/X51005705760.jpg,data/sroie/raw/SROIE2019/train/entities/X51005705760.txt,TRI SHAAS SDN BHD,2017-08-10,21.40,10/08/2017,21.40,21.4
X51005705804,data/sroie/raw/SROIE2019/train/img/X51005705804.jpg,data/sroie/raw/SROIE2019/train/entities/X51005705804.txt,ASO ELECTRICAL TRADING SDN BHD,2017-12-04,99.00,04/12/2017,99.00,99.0
X51005711401,data/sroie/raw/SROIE2019/train/img/X51005711401.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711401.txt,RESTORAN WAN SHENG,2018-03-19,6.00,19-03-2018,6.00,6.0
X51005711403,data/sroie/raw/SROIE2019/train/img/X51005711403.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711403.txt,RESTORAN WAN SHENG,2018-03-19,9.10,19-03-2018,9.10,9.1
X51005711404,data/sroie/raw/SROIE2019/train/img/X51005711404.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711404.txt,RESTORAN WAN SHENG,2018-03-14,4.80,14-03-2018,4.80,4.8
X51005711441,data/sroie/raw/SROIE2019/train/img/X51005711441.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711441.txt,RESTORAN WAN SHENG,2018-03-21,6.70,21-03-2018,6.70,6.7
X51005711442,data/sroie/raw/SROIE2019/train/img/X51005711442.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711442.txt,RESTORAN WAN SHENG,2018-03-16,9.60,16-03-2018,9.60,9.6
X51005711445,data/sroie/raw/SROIE2019/train/img/X51005711445.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711445.txt,RESTORAN WAN SHENG,2018-03-12,7.00,12-03-2018,7.00,7.0
X51005711447,data/sroie/raw/SROIE2019/train/img/X51005711447.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711447.txt,RESTORAN WAN SHENG,2018-03-14,2.30,14-03-2018,2.30,2.3
X51005711451,data/sroie/raw/SROIE2019/train/img/X51005711451.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711451.txt,RSTORAN WAN SHENG,2018-03-05,6.00,05-03-2018,6.00,6.0
X51005711452,data/sroie/raw/SROIE2019/train/img/X51005711452.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711452.txt,GERBANG ALAF RESTAURANTS SDN BHD,2018-03-21,25.40,21/03/2018,25.40,25.4
X51005711453,data/sroie/raw/SROIE2019/train/img/X51005711453.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711453.txt,GERBANG ALAF RESTAURANTS SDN BHD,2018-03-10,8.50,10/03/2018,8.50,8.5
X51005711454,data/sroie/raw/SROIE2019/train/img/X51005711454.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711454.txt,PAPPARICH BMC,2018-03-24,72.93,24 MAR 18,72.93,72.93
X51005711456,data/sroie/raw/SROIE2019/train/img/X51005711456.jpg,data/sroie/raw/SROIE2019/train/entities/X51005711456.txt,MIZU MENTAI SDN. BHD.,2018-03-31,65.55,31-03-2018,65.55,65.55
X51005712017,data/sroie/raw/SROIE2019/train/img/X51005712017.jpg,data/sroie/raw/SROIE2019/train/entities/X51005712017.txt,GERBANG ALAF RESTAURANTS SDN BHD,2018-03-18,13.10,18/03/2018,13.10,13.1
X51005712021,data/sroie/raw/SROIE2019/train/img/X51005712021.jpg,data/sroie/raw/SROIE2019/train/entities/X51005712021.txt,HAPPY SNACKS ENTERPRISE,2018-03-20,26.82,20/03/2018,26.82,26.82
X51005712038,data/sroie/raw/SROIE2019/train/img/X51005712038.jpg,data/sroie/raw/SROIE2019/train/entities/X51005712038.txt,SWC ENTERPRISE SDN BHD,2018-03-28,30.00,28/03/2018,30.00,30.0
X51005712039,data/sroie/raw/SROIE2019/train/img/X51005712039.jpg,data/sroie/raw/SROIE2019/train/entities/X51005712039.txt,L TWO FLORIST & HANDICRAFT,2018-03-21,9.00,21/03/2018,9.00,9.0
X51005715010,data/sroie/raw/SROIE2019/train/img/X51005715010.jpg,data/sroie/raw/SROIE2019/train/entities/X51005715010.txt,WATSON'S PERSONAL CARE STORES SDN BHD,,41.45,25032018,RM41.45,41.45
X51005715451,data/sroie/raw/SROIE2019/train/img/X51005715451.jpg,data/sroie/raw/SROIE2019/train/entities/X51005715451.txt,POPULAR BOOK CO. (M) SDN BHD,2018-02-06,14.65,06/02/18,14.65,14.65
X51005715456,data/sroie/raw/SROIE2019/train/img/X51005715456.jpg,data/sroie/raw/SROIE2019/train/entities/X51005715456.txt,KHE ELECTRICAL TRADING,2018-03-22,101.75,22/03/2018,101.75,101.75
X51005717526,data/sroie/raw/SROIE2019/train/img/X51005717526.jpg,data/sroie/raw/SROIE2019/train/entities/X51005717526.txt,GERBANG ALAF RESTAURANTS SDN BHD,2018-03-02,28.50,02/03/2018,28.50,28.5
X51005719814,data/sroie/raw/SROIE2019/train/img/X51005719814.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719814.txt,TK DIVISION KITCHEN SDN BHD,,29.70,17/1/2018,RM 29.70,29.7
X51005719856,data/sroie/raw/SROIE2019/train/img/X51005719856.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719856.txt,GOLDEN SCOOP SDN BHD,2018-02-16,21.50,16/02/2018,21.50,21.5
X51005719862,data/sroie/raw/SROIE2019/train/img/X51005719862.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719862.txt,99 SPEED MART S/B,2018-02-03,3.70,03-02-18,3.70,3.7
X51005719864,data/sroie/raw/SROIE2019/train/img/X51005719864.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719864.txt,FUN N CHEER (MALURI),2018-01-05,29.80,05/01/2018,29.80,29.8
X51005719873,data/sroie/raw/SROIE2019/train/img/X51005719873.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719873.txt,CT281 - TEALIVE SHELL KEPONG OTTOGO ENTERPRISE,2018-01-21,8.60,21/01/2018,RM8.60,8.6
X51005719874,data/sroie/raw/SROIE2019/train/img/X51005719874.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719874.txt,NADEJE PRESTIGE SDN BHD,2018-02-22,39.00,2018/02/22,RM39.00,39.0
X51005719882,data/sroie/raw/SROIE2019/train/img/X51005719882.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719882.txt,99 SPEED MART S/B,2018-02-17,213.00,17-02-18,213.00,213.0
X51005719883,data/sroie/raw/SROIE2019/train/img/X51005719883.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719883.txt,99 SPEED MART S/B,2018-02-17,108.50,17-02-18,108.50,108.5
X51005719886,data/sroie/raw/SROIE2019/train/img/X51005719886.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719886.txt,SUNFISH,2018-01-05,28.70,05/01/2018,28.70,28.7
X51005719893,data/sroie/raw/SROIE2019/train/img/X51005719893.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719893.txt,MR . DAKGALBI SOLARIS,2018-01-05,71.00,2018-01-05,71.00,71.0
X51005719896,data/sroie/raw/SROIE2019/train/img/X51005719896.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719896.txt,THE STORE (MALAYSIA) SDN BHD,2018-01-14,35.80,14-01-2018,35.80,35.8
X51005719899,data/sroie/raw/SROIE2019/train/img/X51005719899.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719899.txt,LITTLE CRAVINGS SDN BHD,2018-03-18,53.60,18-03-2018,RM53.60,53.6
X51005719902,data/sroie/raw/SROIE2019/train/img/X51005719902.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719902.txt,KING'S CONFECTIONERY S/B,2018-03-11,25.15,11/03/18,25.15,25.15
X51005719904,data/sroie/raw/SROIE2019/train/img/X51005719904.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719904.txt,YAM FRESH,2018-03-18,29.30,2018-03-18,RM29.30,29.3
X51005719906,data/sroie/raw/SROIE2019/train/img/X51005719906.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719906.txt,ZEN AND COFFEE 28 S/B,2018-03-25,105.00,25 MAR 2018,105.00,105.0
X51005719912,data/sroie/raw/SROIE2019/train/img/X51005719912.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719912.txt,GUARDIAN HEALTH AND BEAUTY SDN BHD,2018-03-04,12.00,04/03/18,12.00,12.0
X51005719914,data/sroie/raw/SROIE2019/train/img/X51005719914.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719914.txt,MR. D. I. Y. (KUCHAI) SDN BHD,2018-03-16,53.30,16-03-18,53.30,53.3
X51005719917,data/sroie/raw/SROIE2019/train/img/X51005719917.jpg,data/sroie/raw/SROIE2019/train/entities/X51005719917.txt,DOMMAL FOOD SERVICES SDN BHD,2018-03-26,60.60,26/03/18,60.60,60.6
X51005722668,data/sroie/raw/SROIE2019/train/img/X51005722668.jpg,data/sroie/raw/SROIE2019/train/entities/X51005722668.txt,MY HAPPY PHARMACY PLT,2018-02-01,20.50,01/02/2018,20.50,20.5
X51005722699,data/sroie/raw/SROIE2019/train/img/X51005722699.jpg,data/sroie/raw/SROIE2019/train/entities/X51005722699.txt,POPULAR BOOK CO. (M) SDN BHD,2018-02-11,11.80,11/02/18,11.80,11.8
X51005724554,data/sroie/raw/SROIE2019/train/img/X51005724554.jpg,data/sroie/raw/SROIE2019/train/entities/X51005724554.txt,KEDAI PAPAN YEW CHUAN,2018-02-28,101.76,28/02/2018,101.76,101.76
X51005724621,data/sroie/raw/SROIE2019/train/img/X51005724621.jpg,data/sroie/raw/SROIE2019/train/entities/X51005724621.txt,KEDAI PAPAN YEW CHUAN,2018-03-06,127.20,06/03/2018,127.20,127.2
X51005724627,data/sroie/raw/SROIE2019/train/img/X51005724627.jpg,data/sroie/raw/SROIE2019/train/entities/X51005724627.txt,KEDAI PAPAN YEW CHUAN,2018-03-31,174.90,31/03/2018,174.90,174.9
X51005724629,data/sroie/raw/SROIE2019/train/img/X51005724629.jpg,data/sroie/raw/SROIE2019/train/entities/X51005724629.txt,KEDAI PAPAN YEW CHUAN,2018-03-17,174.90,17/03/2018,174.90,174.9
X51005741944,data/sroie/raw/SROIE2019/train/img/X51005741944.jpg,data/sroie/raw/SROIE2019/train/entities/X51005741944.txt,BHPETROL SUBANG AIRPORT,2018-01-18,41.95,18-01-2018,41.95,41.95
X51005742068,data/sroie/raw/SROIE2019/train/img/X51005742068.jpg,data/sroie/raw/SROIE2019/train/entities/X51005742068.txt,BHPETROL PALEKBANG,2018-03-24,6.00,24-03-2018,6.00,6.0
X51005745183,data/sroie/raw/SROIE2019/train/img/X51005745183.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745183.txt,BILLION SIX ENTERPRISE,2018-02-22,63.80,22/02/2018,63.80,63.8
X51005745187,data/sroie/raw/SROIE2019/train/img/X51005745187.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745187.txt,SLF CASH & CARRY,2018-02-03,21.20,03/02/2018,21.20,21.2
X51005745188,data/sroie/raw/SROIE2019/train/img/X51005745188.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745188.txt,SLF CASH & CARRY,2018-02-02,48.00,02/02/2018,48.00,48.0
X51005745190,data/sroie/raw/SROIE2019/train/img/X51005745190.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745190.txt,SUPER SEVEN CASH & CARRY SDN BHD,2018-02-12,367.10,12-02-2018,RM367.10,367.1
X51005745214,data/sroie/raw/SROIE2019/train/img/X51005745214.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745214.txt,99 SPEED MART S/B,2018-02-07,45.35,07-02-18,45.35,45.35
X51005745249,data/sroie/raw/SROIE2019/train/img/X51005745249.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745249.txt,URBAN IDEA SDN BHD,2018-02-27,22.65,27/02/2018,RM22.65,22.65
X51005745296,data/sroie/raw/SROIE2019/train/img/X51005745296.jpg,data/sroie/raw/SROIE2019/train/entities/X51005745296.txt,KMF FOODICIOUS SDN BHD,2018-04-09,31.00,09-04-2018,31.00,31.0
X51005746140,data/sroie/raw/SROIE2019/train/img/X51005746140.jpg,data/sroie/raw/SROIE2019/train/entities/X51005746140.txt,YONG CEN ENTERPRISE,2018-03-02,63.35,02/03/2018,63.35,63.35
X51005749895,data/sroie/raw/SROIE2019/train/img/X51005749895.jpg,data/sroie/raw/SROIE2019/train/entities/X51005749895.txt,MR. D. I. Y. (M) SDN BHD,2018-03-02,71.90,02-03-18,71.90,71.9
X51005749905,data/sroie/raw/SROIE2019/train/img/X51005749905.jpg,data/sroie/raw/SROIE2019/train/entities/X51005749905.txt,ENW HARDWARE CENTRE (M) SDN BHD,2018-03-10,34.00,10/03/2018,34.00,34.0
X51005749912,data/sroie/raw/SROIE2019/train/img/X51005749912.jpg,data/sroie/raw/SROIE2019/train/entities/X51005749912.txt,MR. D.I.Y. (M) SDN BHD,2018-03-28,38.80,28/03/18,38.80,38.8
X51005757199,data/sroie/raw/SROIE2019/train/img/X51005757199.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757199.txt,POPULAR BOOK CO. (M) SDN BHD,2018-03-01,4.00,01/03/18,4.00,4.0
X51005757201,data/sroie/raw/SROIE2019/train/img/X51005757201.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757201.txt,AEON CO. (M) BHD.,2018-02-28,88.95,28/02/2018,88.95,88.95
X51005757235,data/sroie/raw/SROIE2019/train/img/X51005757235.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757235.txt,AEON CO. (M) BHD,2018-03-09,31.00,09/03/2018,31.00,31.0
X51005757243,data/sroie/raw/SROIE2019/train/img/X51005757243.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757243.txt,POPULAR BOOK CO. (M) SDN BHD,2018-03-11,5.75,11/03/18,5.75,5.75
X51005757248,data/sroie/raw/SROIE2019/train/img/X51005757248.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757248.txt,AEON CO. (M) BHD,2018-03-12,42.50,12/03/2018,42.50,42.5
X51005757273,data/sroie/raw/SROIE2019/train/img/X51005757273.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757273.txt,MR. D.I.Y. (KUCHAI) SDN BHD,2018-03-12,45.00,12-03-18,45.00,45.0
X51005757286,data/sroie/raw/SROIE2019/train/img/X51005757286.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757286.txt,TSH POWER HARDWARE TRADING,2017-10-10,8.00,10/10/2017,8.00,8.0
X51005757290,data/sroie/raw/SROIE2019/train/img/X51005757290.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757290.txt,MR. D.I.Y. (M) SDN BHD,2018-03-17,42.90,17-03-18,42.90,42.9
X51005757294,data/sroie/raw/SROIE2019/train/img/X51005757294.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757294.txt,MR. D.I.Y. (M) SDN BHD,2018-03-18,10.60,18-03-18,10.60,10.6
X51005757304,data/sroie/raw/SROIE2019/train/img/X51005757304.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757304.txt,BAIFU (M) SDN BHD,2018-03-20,35.40,20/03/2018,35.40,35.4
X51005757323,data/sroie/raw/SROIE2019/train/img/X51005757323.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757323.txt,MR. D.I.Y. (M) SDN BHD,2018-03-26,28.00,26-03-18,28.00,28.0
X51005757324,data/sroie/raw/SROIE2019/train/img/X51005757324.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757324.txt,MR. D.I.Y. (M) SDN BHD,2018-03-25,50.80,25-03-18,50.80,50.8
X51005757346,data/sroie/raw/SROIE2019/train/img/X51005757346.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757346.txt,MR. D.I.Y. (M) SDN BHD,2018-03-23,26.10,23-03-18,26.10,26.1
X51005757349,data/sroie/raw/SROIE2019/train/img/X51005757349.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757349.txt,GOLDEN KEY MAKER,,21.00,24-MAR-2018,21.00,21.0
X51005757351,data/sroie/raw/SROIE2019/train/img/X51005757351.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757351.txt,MR. D.I.Y. (M) SDN BHD,2018-03-24,14.90,24-03-18,14.90,14.9
X51005757353,data/sroie/raw/SROIE2019/train/img/X51005757353.jpg,data/sroie/raw/SROIE2019/train/entities/X51005757353.txt,MR. D.I.Y. (M) SDN BHD,2018-03-24,12.30,24-03-18,12.30,12.3
X51005763940,data/sroie/raw/SROIE2019/train/img/X51005763940.jpg,data/sroie/raw/SROIE2019/train/entities/X51005763940.txt,ELITETRAX MARKETING SDN BHD,2018-02-11,60.00,11.02.18,60.00,60.0
X51005806678,data/sroie/raw/SROIE2019/train/img/X51005806678.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806678.txt,KAISON FURNISHING SDN BHD,2018-01-29,7838.80,29-01-18,7838.80,7838.8
X51005806679,data/sroie/raw/SROIE2019/train/img/X51005806679.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806679.txt,LEE WAH FLORIST SDN BHD,2018-02-02,374.20,02/02/2018,374.20,374.2
X51005806685,data/sroie/raw/SROIE2019/train/img/X51005806685.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806685.txt,ADVANCO COMPANY,2018-01-17,29.00,17/01/2018,29.00,29.0
X51005806698,data/sroie/raw/SROIE2019/train/img/X51005806698.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806698.txt,ADVANCO COMPANY,2018-02-28,10.45,28/02/2018,10.45,10.45
X51005806702,data/sroie/raw/SROIE2019/train/img/X51005806702.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806702.txt,SINNATHAMBY HOLDINGS SDN. BHD.,2018-02-06,13.50,06/02/2018,13.50,13.5
X51005806703,data/sroie/raw/SROIE2019/train/img/X51005806703.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806703.txt,SINNATHAMBY HOLDINGS SDN. BHD.,2018-02-06,109.70,06/02/2018,109.70,109.7
X51005806716,data/sroie/raw/SROIE2019/train/img/X51005806716.jpg,data/sroie/raw/SROIE2019/train/entities/X51005806716.txt,ADVANCO COMPANY,2018-01-17,7.00,17/01/2018,7.00,7.0
X51005889296,data/sroie/raw/SROIE2019/train/img/X51005889296.jpg,data/sroie/raw/SROIE2019/train/entities/X51005889296.txt,IKANO HANDEL SDN BHD,2018-04-25,22.00,25/04/18,22.00,22.0
X51006008057,data/sroie/raw/SROIE2019/train/img/X51006008057.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008057.txt,TRENDYMAX (M) SDN. BHD.,2018-01-15,329.10,15/01/2018,329.10,329.1
X51006008073,data/sroie/raw/SROIE2019/train/img/X51006008073.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008073.txt,PRINT EXPERT SDN BHD,2018-01-12,100.00,12/01/2018,100.00,100.0
X51006008074,data/sroie/raw/SROIE2019/train/img/X51006008074.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008074.txt,PRINT EXPERT SDN BHD,2018-01-12,4.25,12/01/2018,4.25,4.25
X51006008086,data/sroie/raw/SROIE2019/train/img/X51006008086.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008086.txt,POPULAR BOOK CO. (M) SDN BHD,2018-01-24,30.10,24/01/18,30.10,30.1
X51006008089,data/sroie/raw/SROIE2019/train/img/X51006008089.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008089.txt,POPULAR BOOK CO. (M) SDN BHD,2018-02-27,41.00,27/02/18,41.00,41.0
X51006008091,data/sroie/raw/SROIE2019/train/img/X51006008091.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008091.txt,POPULAR BOOK CO. (M) SDN BHD,2018-03-05,9.90,05/03/18,9.90,9.9
X51006008095,data/sroie/raw/SROIE2019/train/img/X51006008095.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008095.txt,BOON SENG PAPER SDN BHD,2018-03-19,31.80,19/03/2018,31.80,31.8
X51006008197,data/sroie/raw/SROIE2019/train/img/X51006008197.jpg,data/sroie/raw/SROIE2019/train/entities/X51006008197.txt,RELAIS TOTAL OULMES,2018-03-30,56.00,30/03/2018,56.00,56.0
X51006311758,data/sroie/raw/SROIE2019/train/img/X51006311758.jpg,data/sroie/raw/SROIE2019/train/entities/X51006311758.txt,TONYMOLY VIVA CITY,2018-03-29,100.60,29/03/2018,100.60,100.6
X51006311764,data/sroie/raw/SROIE2019/train/img/X51006311764.jpg,data/sroie/raw/SROIE2019/train/entities/X51006311764.txt,TONYMOLY VIVA CITY,2018-03-29,39.90,29/03/2018,39.90,39.9
X51006311767,data/sroie/raw/SROIE2019/train/img/X51006311767.jpg,data/sroie/raw/SROIE2019/train/entities/X51006311767.txt,TONYMOLY VIVA CITY,2018-03-29,48.95,29/03/2018,48.95,48.95
X51006311778,data/sroie/raw/SROIE2019/train/img/X51006311778.jpg,data/sroie/raw/SROIE2019/train/entities/X51006311778.txt,ANZEL ADVERTISING (M) SDN BHD,2018-03-21,7.40,21/03/2018,7.40,7.4
X51006311779,data/sroie/raw/SROIE2019/train/img/X51006311779.jpg,data/sroie/raw/SROIE2019/train/entities/X51006311779.txt,ANZEL ADVERTISING (M) SDN BHD,2018-03-27,8.50,27/03/2018,8.50,8.5
X51006311780,data/sroie/raw/SROIE2019/train/img/X51006311780.jpg,data/sroie/raw/SROIE2019/train/entities/X51006311780.txt,MR. D.I.Y. (KUCHAI) SDN BHD,2018-03-15,119.70,15-03-18,119.70,119.7
X51006327976,data/sroie/raw/SROIE2019/train/img/X51006327976.jpg,data/sroie/raw/SROIE2019/train/entities/X51006327976.txt,PREMIO STATIONERY SDN BHD,2017-02-08,25.45,08/02/2017,25.45,25.45
X51006327978,data/sroie/raw/SROIE2019/train/img/X51006327978.jpg,data/sroie/raw/SROIE2019/train/entities/X51006327978.txt,Y SOON FATT S/B,,362.50,9/2/2017,362.50,362.5
X51006328913,data/sroie/raw/SROIE2019/train/img/X51006328913.jpg,data/sroie/raw/SROIE2019/train/entities/X51006328913.txt,BEMED (SP) SDN BHD,,165.00,02/JAN/2017,165.00,165.0
X51006328919,data/sroie/raw/SROIE2019/train/img/X51006328919.jpg,data/sroie/raw/SROIE2019/train/entities/X51006328919.txt,B & BEST RESTAURANT,2017-02-10,7.40,10/02/2017,7.40,7.4
X51006328920,data/sroie/raw/SROIE2019/train/img/X51006328920.jpg,data/sroie/raw/SROIE2019/train/entities/X51006328920.txt,B & BEST RESTAURANT,2017-03-20,14.85,20/03/2017,14.85,14.85
X51006329395,data/sroie/raw/SROIE2019/train/img/X51006329395.jpg,data/sroie/raw/SROIE2019/train/entities/X51006329395.txt,B & BEST RESTAURANT,2017-02-10,7.40,10/02/2017,7.40,7.4
X51006329399,data/sroie/raw/SROIE2019/train/img/X51006329399.jpg,data/sroie/raw/SROIE2019/train/entities/X51006329399.txt,OLIVE9 PHARMACY SDN BHD,2017-03-31,12.15,31/03/2017,12.15,12.15
X51006329402,data/sroie/raw/SROIE2019/train/img/X51006329402.jpg,data/sroie/raw/SROIE2019/train/entities/X51006329402.txt,SEGI CASH & CARRY SDN. BHD.,2017-04-06,50.45,06/04/17,50.45,50.45
X51006332575,data/sroie/raw/SROIE2019/train/img/X51006332575.jpg,data/sroie/raw/SROIE2019/train/entities/X51006332575.txt,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,2017-03-17,62.00,17/03/2017,62.00,62.0
X51006332649,data/sroie/raw/SROIE2019/train/img/X51006332649.jpg,data/sroie/raw/SROIE2019/train/entities/X51006332649.txt,BEMED (SP) SDN. BHD.,,217.00,25/FEB/2017,217.00,217.0
X51006334699,data/sroie/raw/SROIE2019/train/img/X51006334699.jpg,data/sroie/raw/SROIE2019/train/entities/X51006334699.txt,SEGI CASH & CARRY SDN.BHD,2017-01-05,12.60,05 JAN 2017,12.60,12.6
X51006334741,data/sroie/raw/SROIE2019/train/img/X51006334741.jpg,data/sroie/raw/SROIE2019/train/entities/X51006334741.txt,SEGI CASH & CARRY SDN.BHD,2017-01-04,20.05,04 JAN 2017,20.05,20.05
X51006334926,data/sroie/raw/SROIE2019/train/img/X51006334926.jpg,data/sroie/raw/SROIE2019/train/entities/X51006334926.txt,GOLDEN ARCHES RESTAURANTS SDN BHD,2016-12-25,29.30,25/12/2016,29.30,29.3
X51006335314,data/sroie/raw/SROIE2019/train/img/X51006335314.jpg,data/sroie/raw/SROIE2019/train/entities/X51006335314.txt,MEI LET RESTAURANT,2017-01-22,67.85,22/01/2017,67.85,67.85
X51006335547,data/sroie/raw/SROIE2019/train/img/X51006335547.jpg,data/sroie/raw/SROIE2019/train/entities/X51006335547.txt,KING'S CONFECTIONERY S/B,2017-02-02,7.50,02/02/17,7.50,7.5
X51006335552,data/sroie/raw/SROIE2019/train/img/X51006335552.jpg,data/sroie/raw/SROIE2019/train/entities/X51006335552.txt,YONG SOON FATT S/B,,758.70,6/2/2017,758.70,758.7
X51006349086,data/sroie/raw/SROIE2019/train/img/X51006349086.jpg,data/sroie/raw/SROIE2019/train/entities/X51006349086.txt,AMPANG 210 FIRST CITY PARKING SDN BHD,2018-04-16,7.00,16/04/2018,RM7.00,7.0
X51006350750,data/sroie/raw/SROIE2019/train/img/X51006350750.jpg,data/sroie/raw/SROIE2019/train/entities/X51006350750.txt,GL HANDICRAFT & TAII ORING,2018-03-27,130.00,27/03/2018,130.00,130.0
